Id,Calories,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,StepTotal,SleepHour,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
5553957443,741,2016-05-12,3121,2.039999962,2.039999962,0,3121,12:00:00 a. m.,1,438,475,222,48,6,8,0,1.059999943,0.400000006,0.579999983
6117666160,2865,2016-04-15,14019,10.59000015,10.59000015,0,14019,,,,,921,513,6,0,0,10.30000019,0.280000001,0
7007744171,2668,2016-04-14,11179,8.239999771,7.480000019,3.285414934,11179,,,,,1096,304,6,34,0,4.960000038,0.340000004,2.950000048
7086361926,2772,2016-04-12,11317,8.409999847,8.409999847,0,11317,12:00:00 a. m.,1,514,525,745,153,6,59,0,2.970000029,0.150000006,5.269999981
7086361926,2463,2016-04-21,9469,6.179999828,6.179999828,0,9469,12:00:00 a. m.,1,390,411,758,206,6,19,0,4.510000229,0.300000012,1.360000014
7086361926,2693,2016-04-27,11107,8.340000153,8.340000153,0,11107,00:00:00,1,469,479,829,145,6,55,0,2.529999971,0.180000007,5.630000114
8053475328,2867,2016-04-16,14549,11.10999966,11.10999966,0,14549,,,,,1255,83,6,96,0,1.49000001,0.270000011,9.359999657
8053475328,3133,2016-04-18,17076,12.65999985,12.65999985,0,17076,,,,,1137,195,6,102,0,3.349999905,0.230000004,9.079999924
8053475328,3103,2016-04-21,16057,12.51000023,12.51000023,0,16057,,,,,1164,170,6,100,0,2.579999924,0.25,9.670000076
8378563200,1976,2016-05-12,4561,3.619999886,3.619999886,0,4561,00:00:00,1,496,546,433,102,6,8,0,2.690000057,0.270000011,0.649999976
8877689391,3891,2016-04-23,11200,7.429999828,7.429999828,0,11200,,,,,1032,300,6,102,0.01,7.400000095,0,0
1624580081,1604,2016-04-18,10536,7.409999847,7.409999847,0,10536,,,,,1214,202,7,17,0.01,4.619999886,0.620000005,2.150000095
1644430081,2580,2016-05-02,3758,2.730000019,2.730000019,0,3758,12:00:00 a. m.,1,796,961,682,148,7,1,0,2.349999905,0.310000002,0.07
1844505072,1541,2016-05-01,2573,1.700000048,1.700000048,0,2573,00:00:00,1,590,961,585,75,7,0,0,1.450000048,0.25999999,0
2022484408,2489,2016-04-19,11548,8.529999733,8.529999733,0,11548,,,,,1152,250,7,31,0,5,0.239999995,3.289999962
2320127002,1905,2016-04-18,6559,4.420000076,4.420000076,0,6559,,,,,1173,260,7,0,0,4.139999866,0.25999999,0
2347167796,1882,2016-04-17,5472,3.619999886,3.619999886,0,5472,12:00:00 a. m.,1,556,602,508,249,7,1,0,3.25999999,0.280000001,0.079999998
2347167796,2346,2016-04-19,6711,4.440000057,4.440000057,0,6711,00:00:00,1,465,514,648,382,7,0,0,4.440000057,0,0
2873212765,1835,2016-04-28,7913,5.409999847,5.409999847,0,7913,,,,,1192,213,7,28,0,2.910000086,0.340000004,2.160000086
2873212765,1878,2016-05-02,7525,5.059999943,5.059999943,0,7525,,,,,1099,334,7,0,0.02,4.829999924,0.209999993,0
3372868164,2014,2016-04-18,6798,4.639999866,4.639999866,0,6798,,,,,1070,343,7,20,0,3.349999905,0.200000003,1.080000043
3372868164,1921,2016-04-24,6731,4.590000153,4.590000153,0,6731,,,,,1127,292,7,14,0.02,3.49000001,0.189999998,0.889999986
4558609924,1722,2016-04-13,4978,3.289999962,3.289999962,0,4978,,,,,1287,127,7,19,0,1.610000014,0.439999998,1.24000001
6117666160,2450,2016-04-26,9543,7.210000038,7.210000038,0,9543,,,,,1077,352,7,0,0,6.869999886,0.340000004,0
6962181067,2012,2016-04-26,10433,6.900000095,6.900000095,0,10433,00:00:00,1,441,446,680,254,7,36,0,3.900000095,0.419999987,2.579999924
6962181067,1855,2016-05-11,6722,4.440000057,4.440000057,0,6722,00:00:00,1,452,480,709,199,7,24,0,2.650000095,0.310000002,1.49000001
8053475328,3114,2016-04-19,15929,12.47999954,12.47999954,0,15929,,,,,1152,191,7,90,0,2.950000048,0.310000002,9.220000267
8053475328,2809,2016-05-11,12209,9.399999619,9.399999619,0,12209,,,,,1189,184,7,60,0,3.039999962,0.280000001,6.079999924
8877689391,3921,2016-04-12,23186,20.39999962,20.39999962,0,23186,,,,,1036,312,7,85,0,7.820000172,0.340000004,12.22000027
1503960366,1775,2016-04-21,9819,6.340000153,6.340000153,0,9819,00:00:00,1,325,364,838,211,8,19,0,4.650000095,0.349999994,1.340000033
1503960366,1740,2016-05-08,10060,6.579999924,6.579999924,0,10060,12:00:00 a. m.,1,594,611,574,203,8,44,0,2.730000019,0.319999993,3.529999971
1844505072,1793,2016-04-17,4525,2.99000001,2.99000001,0,4525,,,,,1231,199,8,2,0,2.589999914,0.25999999,0.140000001
1927972279,2505,2016-05-02,3790,2.619999886,2.619999886,0,3790,,,,,1322,94,8,16,0,1.159999967,0.300000012,1.159999967
2022484408,2470,2016-04-25,11369,8.010000229,8.010000229,0,11369,,,,,1171,217,8,44,0,4.460000038,0.219999999,3.329999924
2022484408,2473,2016-05-02,10379,7.289999962,7.289999962,0,10379,,,,,1119,277,8,36,0,4.329999924,0.340000004,2.609999895
2026352035,1459,2016-04-12,4414,2.74000001,2.74000001,0,4414,00:00:00,1,503,546,706,181,8,3,0,2.200000048,0.349999994,0.189999998
2873212765,2004,2016-04-13,7618,5.119999886,5.119999886,0,7618,,,,,1028,404,8,0,0.02,4.880000114,0.219999999,0
2873212765,1529,2016-04-17,2524,1.700000048,1.700000048,0,2524,,,,,1272,160,8,0,0,1.340000033,0.349999994,0
3372868164,2093,2016-04-13,9715,6.630000114,6.630000114,0,9715,,,,,1045,371,8,16,0.02,5.269999981,0.340000004,0.99000001
3977333714,1407,2016-04-28,7114,4.880000114,4.880000114,0,7114,00:00:00,1,261,423,804,190,8,15,0,3.220000029,0.289999992,1.370000005
4020332650,2645,2016-05-11,3689,2.650000095,2.650000095,0,3689,,,,,1296,134,8,2,0,2.329999924,0.170000002,0.109999999
4319703577,2314,2016-04-25,9259,6.210000038,6.210000038,0,9259,00:00:00,1,488,506,544,390,8,0,0,5.929999828,0.280000001,0
4319703577,2367,2016-04-28,10817,7.28000021,7.28000021,0,10817,00:00:00,1,497,522,552,359,8,13,0,5.940000057,0.330000013,1.00999999
4388161847,3274,2016-04-18,11009,9.100000381,9.100000381,0,11009,00:00:00,1,99,104,1017,239,8,27,0,5.139999866,0.400000006,3.559999943
4388161847,2885,2016-04-24,10243,7.880000114,7.880000114,0,10243,00:00:00,3,552,595,584,239,8,14,0,6.300000191,0.50999999,1.080000043
4558609924,2262,2016-05-05,10611,7.010000229,7.010000229,0,10611,,,,,1048,370,8,14,0,5.510000229,0.5,1.00999999
4702921684,2896,2016-04-15,6506,5.28000021,5.28000021,0,6506,00:00:00,1,253,257,944,256,8,1,0,4.789999962,0.419999987,0.07
4702921684,2812,2016-04-19,6708,5.440000057,5.440000057,0,6708,12:00:00 a. m.,1,457,487,757,179,8,10,0,4.190000057,0.370000005,0.879999995
5553957443,1762,2016-05-08,6083,4,4,0,6083,00:00:00,1,568,608,505,210,8,3,0,3.299999952,0.469999999,0.219999999
5577150313,3795,2016-05-03,11045,8.25,8.25,0,11045,00:00:00,1,508,543,580,212,8,97,0,3.569999933,0.150000006,4.519999981
6962181067,2182,2016-04-28,12627,8.350000381,8.350000381,0,12627,00:00:00,1,440,453,621,288,8,38,0,5.590000153,0.239999995,2.50999999
6962181067,928,2016-05-12,3587,2.369999886,2.369999886,0,3587,12:00:00 a. m.,1,516,535,127,105,8,0,0,2.109999895,0.25,0
7007744171,2937,2016-04-12,14172,10.28999996,9.479999542,4.869782925,14172,,,,,1024,355,8,53,0,5.409999847,0.379999995,4.5
8053475328,3186,2016-04-12,18060,14.11999989,14.11999989,0,18060,,,,,1193,123,8,116,0,2.099999905,0.389999986,11.64000034
8053475328,3410,2016-04-15,20669,16.23999977,16.23999977,0,20669,,,,,1142,158,8,132,0,2.589999914,0.389999986,13.26000023
8053475328,2794,2016-04-29,12315,9.649999619,9.649999619,0,12315,,,,,1215,159,8,58,0,3.170000076,0.310000002,6.170000076
8053475328,2918,2016-05-04,14581,11.14999962,11.14999962,0,14581,,,,,1220,123,8,89,0,1.909999967,0.400000006,8.819999695
8378563200,3787,2016-04-20,9388,7.440000057,7.440000057,2.092147112,9388,00:00:00,1,381,409,763,169,8,82,0,4.78000021,0.439999998,2.230000019
8792009665,1799,2016-04-24,400,0.25999999,0.25999999,0,400,,,,,1410,19,8,3,0,0.159999996,0.050000001,0.039999999
8877689391,3808,2016-04-27,23629,20.64999962,20.64999962,0,23629,,,,,1104,235,8,93,0,7.099999905,0.439999998,13.06999969
8877689391,3060,2016-04-28,14890,11.30000019,11.30000019,0,14890,,,,,1143,231,8,58,0,5.96999979,0.379999995,4.929999828
8877689391,3477,2016-05-04,18193,16.29999924,16.29999924,0,18193,,,,,1154,212,8,66,0,5.53000021,0.310000002,10.42000008
1927972279,2383,2016-04-14,2163,1.5,1.5,0,2163,,,,,1292,88,9,0,0,1.100000024,0.400000006,0
2022484408,2525,2016-04-15,11034,8.029999733,8.029999733,0,11034,,,,,1122,282,9,27,0,5.78000021,0.310000002,1.940000057
2320127002,2124,2016-04-12,10725,7.489999771,7.489999771,0,10725,,,,,1112,306,9,13,0,6.010000229,0.310000002,1.169999957
2347167796,2194,2016-04-27,11423,7.579999924,7.579999924,0,11423,12:00:00 a. m.,1,448,499,623,295,9,26,0,5.320000172,0.400000006,1.860000014
3372868164,2124,2016-04-21,8857,6.070000172,6.070000172,0,8857,,,,,1037,376,9,18,0.01,4.639999866,0.25999999,1.149999976
3977333714,1570,2016-04-25,11177,8.479999542,8.479999542,0,11177,00:00:00,1,262,467,781,133,9,50,0,2.410000086,0.430000007,5.619999886
4319703577,2302,2016-04-14,10210,6.880000114,6.880000114,0,10210,12:00:00 a. m.,1,535,557,589,339,9,1,0,6.440000057,0.330000013,0.109999999
4319703577,1632,2016-04-18,2276,1.549999952,1.549999952,0,2276,12:00:00 a. m.,1,515,551,824,58,9,1,0,1.120000005,0.330000013,0.07
4388161847,3073,2016-04-16,6580,5.059999943,5.059999943,0,6580,12:00:00 a. m.,2,426,448,609,253,9,6,0,4.449999809,0.400000006,0.209999993
4388161847,2969,2016-04-28,10074,7.75,7.75,0,10074,00:00:00,1,428,458,878,234,9,19,0,6.03000021,0.430000007,1.289999962
4558609924,1876,2016-04-19,5401,3.569999933,3.569999933,0,5401,,,,,1182,248,9,1,0,3.160000086,0.360000014,0.050000001
4702921684,3033,2016-04-28,9023,7.320000172,7.320000172,0,9023,00:00:00,1,442,461,738,232,9,14,0,5.769999981,0.419999987,1.129999995
5553957443,1996,2016-05-02,9769,6.380000114,6.380000114,0,9769,00:00:00,1,409,471,724,227,9,23,0,4.900000095,0.409999996,1.059999943
5553957443,1916,2016-05-06,9632,6.289999962,6.289999962,0,9632,12:00:00 a. m.,1,400,434,761,229,9,21,0,4.230000019,0.540000021,1.519999981
5577150313,2755,2016-05-04,5206,3.890000105,3.890000105,0,5206,00:00:00,1,603,634,631,141,9,25,0,2.079999924,0.25,1.559999943
8053475328,3403,2016-04-25,20500,15.68999958,15.68999958,0,20500,,,,,1104,209,9,118,0,3.859999895,0.460000008,11.36999989
8053475328,3062,2016-04-28,15447,12.39999962,12.39999962,0,15447,,,,,1188,153,9,90,0,2.349999905,0.389999986,9.670000076
8053475328,2950,2016-05-05,14990,11.51000023,11.51000023,0,14990,,,,,1208,130,9,93,0,2.210000038,0.449999988,8.850000381
1503960366,1863,2016-04-16,12669,8.159999847,8.159999847,0,12669,12:00:00 a. m.,2,340,367,773,221,10,36,0,5.039999962,0.409999996,2.710000038
2022484408,2638,2016-04-22,12954,9.329999924,9.329999924,0,12954,,,,,1105,273,10,52,0,4.46999979,0.419999987,4.429999828
2320127002,1610,2016-04-21,3404,2.289999962,2.289999962,0,3404,,,,,1302,127,10,1,0,1.809999943,0.419999987,0.059999999
2320127002,1878,2016-05-03,7443,5.019999981,5.019999981,0,7443,,,,,1204,206,10,20,0,3.160000086,0.370000005,1.49000001
2873212765,1970,2016-04-21,8859,5.980000019,5.980000019,0,8859,,,,,1057,371,10,2,0.01,5.46999979,0.370000005,0.129999995
3977333714,1377,2016-04-27,7193,5.039999962,5.039999962,0,7193,12:00:00 a. m.,1,349,540,714,176,10,0,0,4.619999886,0.419999987,0
4558609924,2225,2016-04-25,8095,5.349999905,5.349999905,0,8095,,,,,993,340,10,18,0,4.510000229,0.25,0.589999974
4558609924,1953,2016-05-03,5267,3.480000019,3.480000019,0,5267,,,,,1172,237,10,21,0,2.599999905,0.280000001,0.600000024
6117666160,2536,2016-04-20,10449,8.020000458,8.020000458,0,10449,00:00:00,1,474,502,587,349,10,26,0,5.519999981,0.479999989,2.029999971
8053475328,2852,2016-04-27,12422,9.819999695,9.819999695,0,12422,,,,,1187,183,10,60,0,2.930000067,0.430000007,6.460000038
8053475328,2926,2016-05-10,14810,11.35999966,11.35999966,0,14810,,,,,1219,115,10,96,0,1.850000024,0.419999987,9.090000153
8378563200,4157,2016-04-18,13630,10.81000042,10.81000042,2.092147112,13630,12:00:00 a. m.,1,398,451,720,174,10,117,0,5.199999809,0.560000002,5.050000191
8378563200,2908,2016-04-23,5709,4.53000021,4.53000021,0,5709,00:00:00,1,565,591,740,136,10,19,0,2.480000019,0.519999981,1.519999981
8378563200,2884,2016-04-28,5417,4.300000191,4.300000191,0,5417,00:00:00,1,506,556,711,139,10,11,0,2.910000086,0.49000001,0.899999976
8378563200,3369,2016-05-01,11419,9.06000042,9.06000042,0,11419,00:00:00,1,475,539,669,127,10,71,0,2.470000029,0.560000002,6.03000021
8378563200,3110,2016-05-04,7875,6.239999771,6.239999771,0,7875,00:00:00,1,441,477,680,167,10,19,0,4.199999809,0.49000001,1.559999943
8378563200,3788,2016-05-11,9143,7.25,7.25,2.092147112,9143,12:00:00 a. m.,1,368,387,763,184,10,72,0,5.269999981,0.589999974,1.389999986
8583815059,2668,2016-04-19,5697,4.440000057,4.440000057,0,5697,,,,,1257,166,10,7,0,3.440000057,0.479999989,0.529999971
8792009665,2188,2016-04-20,3147,2.00999999,2.00999999,0,3147,12:00:00 a. m.,1,528,547,744,139,10,0,0,1.74000001,0.280000001,0
1503960366,1776,2016-04-14,10460,6.739999771,6.739999771,0,10460,,,,,1218,181,11,30,0,3.910000086,0.400000006,2.440000057
1503960366,2159,2016-04-27,18134,12.21000004,12.21000004,0,18134,,,,,1108,243,11,78,0,5.409999847,0.409999996,6.400000095
1503960366,1819,2016-05-09,12022,7.71999979,7.71999979,0,12022,00:00:00,1,338,342,835,206,11,46,0,3.74000001,0.529999971,3.450000048
2022484408,2177,2016-04-16,10100,7.090000153,7.090000153,0,10100,,,,,1237,151,11,41,0,3.390000105,0.550000012,3.150000095
2320127002,1811,2016-04-19,5997,4.039999962,4.039999962,0,5997,,,,,1201,228,11,0,0,3.660000086,0.379999995,0
2320127002,1922,2016-04-20,7192,4.849999905,4.849999905,0,7192,,,,,1146,283,11,0,0,4.340000153,0.49000001,0
2347167796,2095,2016-04-25,9482,6.380000114,6.380000114,0,9482,00:00:00,1,433,471,653,277,11,15,0,4.599999905,0.519999981,1.269999981
2873212765,1897,2016-05-07,4940,3.380000114,3.380000114,0,4940,,,,,1302,52,11,75,0,0.550000012,0.550000012,2.279999971
4020332650,2207,2016-05-02,475,0.340000004,0.340000004,0,475,,,,,1350,31,11,0,0,0.289999992,0.039999999,0
4319703577,2270,2016-05-02,9261,6.239999771,6.239999771,0,9261,00:00:00,1,478,506,585,344,11,0,0,5.710000038,0.439999998,0
4319703577,2266,2016-05-06,9524,6.420000076,6.420000076,0,9524,00:00:00,1,450,491,692,314,11,6,0,5.460000038,0.469999999,0.409999996
4558609924,2185,2016-04-28,9451,6.25,6.25,0,9451,,,,,985,367,11,1,0,5.949999809,0.270000011,0.02
5577150313,2551,2016-04-13,5077,3.789999962,3.789999962,0,5077,00:00:00,1,432,458,776,144,11,15,0,3.25,0.219999999,0.319999993
5577150313,2489,2016-05-09,3421,2.559999943,2.559999943,0,3421,,,,,1099,70,11,34,0,0.99000001,0.140000001,1.429999948
8253242879,1935,2016-04-13,8053,6.099999905,6.099999905,0,8053,,,,,1298,96,11,35,0,1.309999943,0.629999995,4.170000076
8877689391,2832,2016-05-10,10733,8.149999619,8.149999619,0,10733,,,,,1187,224,11,18,0,6.28000021,0.460000008,1.350000024
1503960366,1786,2016-04-20,10544,6.679999828,6.679999828,0,10544,12:00:00 a. m.,1,360,377,818,205,12,28,0,4.239999771,0.479999989,1.960000038
1503960366,1837,2016-04-29,11181,7.150000095,7.150000095,0,11181,00:00:00,1,341,354,815,243,12,16,0,5.579999924,0.5,1.059999943
1644430081,2463,2016-05-05,4363,3.190000057,3.190000057,0,4363,,,,,1341,81,12,6,0.01,2.130000114,0.540000021,0.519999981
1844505072,1814,2016-04-18,4597,3.039999962,3.039999962,0,4597,,,,,1211,217,12,0,0,2.559999943,0.479999989,0
3977333714,1481,2016-04-22,8911,5.960000038,5.960000038,0,8911,00:00:00,1,355,476,731,188,12,33,0,3.059999943,0.579999983,2.329999924
4319703577,2260,2016-05-10,9487,6.369999886,6.369999886,0,9487,00:00:00,1,487,517,555,329,12,3,0,5.699999809,0.460000008,0.209999993
4388161847,3069,2016-04-21,10055,7.730000019,7.730000019,0,10055,00:00:00,1,442,458,853,272,12,7,0,6.980000019,0.389999986,0.370000005
4558609924,1997,2016-04-16,7289,4.820000172,4.820000172,0,7289,,,,,1112,308,12,8,0,3.5,0.75,0.550000012
4702921684,2990,2016-05-09,8232,6.679999828,6.679999828,0,8232,00:00:00,1,435,458,746,253,12,0,0,6.099999905,0.569999993,0
6290855005,3171,2016-04-17,7851,5.940000057,5.940000057,0,7851,,,,,1172,225,12,31,0,4,0.790000021,1.139999986
7007744171,2830,2016-04-27,13541,10.22000027,9.06000042,4.885604858,13541,,,,,1041,337,12,50,0,5.289999962,0.660000026,4.269999981
7086361926,2655,2016-05-04,10988,8.31000042,8.31000042,0,10988,00:00:00,1,420,436,843,135,12,45,0,2.900000095,0.119999997,5.28000021
8053475328,3140,2016-04-13,16433,13.35000038,13.35000038,0,16433,,,,,1177,156,12,95,0,2.450000048,0.469999999,10.43000031
8053475328,2765,2016-05-09,12465,9.380000114,9.380000114,0,12465,,,,,1214,148,12,66,0,2.690000057,0.569999993,6.119999886
8378563200,4044,2016-04-22,12200,9.670000076,9.670000076,2.092147112,12200,00:00:00,1,441,469,769,159,12,113,0,4.179999828,0.589999974,4.909999847
8877689391,2786,2016-05-01,10930,8.319999695,8.319999695,0,10930,,,,,1226,166,12,36,0,4.570000172,0.569999993,3.130000114
8877689391,3832,2016-05-11,21420,19.55999947,19.55999947,0,21420,,,,,1127,213,12,88,0,5.889999866,0.409999996,13.22000027
1503960366,1985,2016-04-12,13162,8.5,8.5,0,13162,12:00:00 a. m.,1,327,346,728,328,13,25,0,6.059999943,0.550000012,1.879999995
1644430081,3011,2016-04-17,8757,6.369999886,6.369999886,0,8757,,,,,1212,186,13,29,0,3.549999952,0.569999993,2.25
1844505072,2062,2016-04-21,8054,5.320000172,5.320000172,0,8054,,,,,1117,308,13,2,0,4.679999828,0.519999981,0.119999997
2347167796,2344,2016-04-12,10113,6.829999924,6.829999924,0,10113,,,,,964,320,13,28,0,4.199999809,0.620000005,2
3372868164,2095,2016-04-27,7904,5.420000076,5.420000076,0,7904,,,,,1057,346,13,24,0.01,3.190000057,0.629999995,1.580000043
4319703577,2282,2016-05-04,10429,7.019999981,7.019999981,0,10429,,,,,1106,313,13,8,0,5.849999905,0.579999983,0.589999974
5553957443,2026,2016-04-12,11596,7.570000172,7.570000172,0,11596,12:00:00 a. m.,1,441,464,767,277,13,19,0,5.409999847,0.790000021,1.370000005
5553957443,1999,2016-04-28,11393,7.630000114,7.630000114,0,11393,00:00:00,1,421,457,727,165,13,49,0,3.170000076,0.75,3.710000038
6775888955,2484,2016-04-25,6474,4.639999866,4.639999866,0,6474,,,,,1302,92,13,33,0,1.899999976,0.460000008,2.269999981
6775888955,1993,2016-04-28,703,0.5,0.5,0,703,,,,,1410,15,13,2,0,0.239999995,0.200000003,0.059999999
7007744171,2553,2016-05-06,11459,7.670000076,7.670000076,0,11459,,,,,1136,247,13,44,0,3.859999895,0.810000002,3
7086361926,2997,2016-04-20,14365,10.64000034,10.64000034,0,14365,00:00:00,1,492,502,797,145,13,87,0,2.539999962,0.449999988,7.639999866
8378563200,3721,2016-05-09,8382,6.650000095,6.650000095,2.092147112,8382,00:00:00,1,359,399,772,171,13,71,0,4.71999979,0.660000026,1.269999981
8378563200,3586,2016-05-10,6582,5.21999979,5.21999979,2.253081083,6582,00:00:00,1,342,391,840,152,13,63,0,3.920000076,0.639999986,0.660000026
8877689391,3793,2016-04-14,21129,18.97999954,18.97999954,0,21129,,,,,1061,298,13,68,0.02,7.75,0.589999974,10.55000019
8877689391,3676,2016-04-19,18785,17.39999962,17.39999962,0,18785,,,,,1131,214,13,82,0,5.03000021,0.180000007,12.14999962
8877689391,3659,2016-04-21,19377,17.62000084,17.62000084,0,19377,,,,,1119,226,13,82,0,4.889999866,0.419999987,12.28999996
1503960366,2013,2016-04-25,15355,9.800000191,9.800000191,0,15355,00:00:00,1,277,323,814,216,14,73,0,3.940000057,0.569999993,5.289999962
2022484408,2390,2016-04-12,11875,8.340000153,8.340000153,0,11875,,,,,1157,227,14,42,0,4.260000229,0.769999981,3.309999943
4319703577,2345,2016-05-09,10378,6.960000038,6.960000038,0,10378,00:00:00,1,535,565,490,374,14,2,0,6.25,0.560000002,0.140000001
4388161847,3092,2016-04-13,10993,8.449999809,8.449999809,0,10993,,,,,1275,150,14,1,0,3.880000114,0.629999995,0.059999999
4388161847,3061,2016-05-10,10299,7.920000076,7.920000076,0,10299,12:00:00 a. m.,1,354,375,648,267,14,13,0,6.460000038,0.649999976,0.810000002
4558609924,2098,2016-04-27,9557,6.320000172,6.320000172,0,9557,,,,,1087,312,14,27,0,3.460000038,0.889999986,1.960000038
6962181067,1994,2016-04-12,10199,6.739999771,6.739999771,0,10199,12:00:00 a. m.,1,366,387,796,189,14,50,0,2.50999999,0.829999983,3.400000095
6962181067,1659,2016-05-08,4188,2.769999981,2.769999981,0,4188,00:00:00,1,541,569,709,151,14,0,0,2.25,0.519999981,0
7007744171,2642,2016-05-02,13041,9.180000305,8.720000267,2.832325935,13041,,,,,1112,250,14,64,0,3.829999924,0.699999988,4.639999866
7086361926,2386,2016-05-05,8564,5.599999905,5.599999905,0,8564,,,,,1253,149,14,24,0,2.950000048,0.829999983,1.779999971
8053475328,3554,2016-04-23,22359,17.19000053,17.19000053,0,22359,00:00:00,1,331,337,741,223,14,125,0,4.019999981,0.629999995,12.53999996
8053475328,3589,2016-05-08,22026,17.64999962,17.64999962,0,22026,,,,,1073,228,14,125,0,3.660000086,0.589999974,13.39999962
8253242879,1813,2016-04-26,4562,3.039999962,3.039999962,0,4562,,,,,1299,108,14,19,0,1.370000005,0.49000001,1.179999948
8253242879,1854,2016-04-29,6260,4.260000229,4.260000229,0,6260,,,,,1257,136,14,16,0,2.400000095,0.540000021,1.289999962
8378563200,4079,2016-04-13,12386,9.819999695,9.819999695,2.092147112,12386,00:00:00,2,447,487,680,169,14,116,0,4.210000038,0.649999976,4.960000038
8792009665,3101,2016-04-29,8360,5.349999905,5.349999905,0,8360,00:00:00,1,398,406,634,380,14,6,0,4.929999828,0.280000001,0.140000001
1503960366,2004,2016-05-02,14727,9.710000038,9.710000038,0,14727,00:00:00,1,277,309,798,277,15,41,0,5.920000076,0.569999993,3.210000038
1644430081,2677,2016-04-23,6637,4.829999924,4.829999924,0,6637,,,,,1265,160,15,0,0,4.25,0.579999983,0
4020332650,3654,2016-04-12,8539,6.119999886,6.119999886,0,8539,00:00:00,1,501,541,712,331,15,4,0,5.679999828,0.239999995,0.150000006
4319703577,2135,2016-04-13,8204,5.5,5.5,0,8204,,,,,1234,96,15,8,0,1.309999943,0.589999974,0.529999971
4388161847,2926,2016-05-01,10255,7.889999866,7.889999866,0,10255,00:00:00,1,547,597,579,241,15,12,0,6.199999809,0.680000007,1.00999999
4558609924,2116,2016-04-18,8940,5.909999847,5.909999847,0,8940,,,,,1080,331,15,14,0,4,0.930000007,0.980000019
4702921684,3064,2016-04-25,9167,7.429999828,7.429999828,0,9167,00:00:00,1,370,380,730,270,15,6,0,6.110000134,0.819999993,0.49000001
4702921684,3004,2016-05-04,8161,6.619999886,6.619999886,0,8161,12:00:00 a. m.,1,412,434,757,251,15,4,0,5.539999962,0.730000019,0.340000004
5553957443,2169,2016-04-29,12764,8.329999924,8.329999924,0,12764,00:00:00,1,450,495,709,270,15,46,0,4.909999847,0.639999986,2.789999962
5577150313,1665,2016-05-11,4038,3.039999962,3.039999962,0,4038,00:00:00,1,431,476,257,63,15,45,0,0.889999986,0.300000012,1.830000043
6117666160,2828,2016-04-16,14450,10.90999985,10.90999985,0,14450,12:00:00 a. m.,1,380,398,502,518,15,7,0,9.479999542,0.850000024,0.579999983
6962181067,2254,2016-04-29,10762,7.110000134,7.110000134,0,10762,00:00:00,1,433,447,645,369,15,12,0,5.809999943,0.479999989,0.819999993
7086361926,2730,2016-05-01,12390,8.069999695,8.069999695,0,12390,00:00:00,1,388,407,685,258,15,30,0,4.849999905,0.899999976,2.299999952
8053475328,2859,2016-05-06,13953,11,11,0,13953,,,,,1245,90,15,90,0,1.210000038,0.689999998,9.100000381
8378563200,3635,2016-04-12,7626,6.050000191,6.050000191,2.253081083,7626,12:00:00 a. m.,1,338,356,723,156,15,65,0,4.5,0.709999979,0.829999983
8877689391,3545,2016-04-17,15118,8.869999886,8.869999886,0,15118,,,,,1060,307,15,58,0,8.789999962,0.07,0
8877689391,3052,2016-05-05,14055,10.67000008,10.67000008,0,14055,,,,,1170,188,15,67,0,4.369999886,0.819999993,5.460000038
1503960366,1921,2016-04-18,13019,8.590000153,8.590000153,0,13019,,,,,1149,233,16,42,0,4.710000038,0.639999986,3.25
1644430081,2902,2016-04-13,8001,5.820000172,5.820000172,0,8001,,,,,1259,135,16,30,0,2.640000105,0.899999976,2.279999971
2022484408,1853,2016-05-12,9117,6.409999847,6.409999847,0,9117,,,,,728,236,16,16,0,4.440000057,0.670000017,1.279999971
2347167796,1944,2016-04-18,8247,5.449999809,5.449999809,0,8247,00:00:00,1,500,557,678,206,16,11,0,3.789999962,0.860000014,0.790000021
4388161847,3015,2016-04-19,10181,7.829999924,7.829999924,0,10181,12:00:00 a. m.,1,329,338,704,249,16,20,0,5.769999981,0.689999998,1.370000005
4388161847,2979,2016-04-29,9232,7.099999905,7.099999905,0,9232,,,,,1175,236,16,13,0,5.420000076,0.889999986,0.800000012
4558609924,1973,2016-05-07,8237,5.440000057,5.440000057,0,8237,,,,,1116,233,16,23,0,2.829999924,1,1.610000014
4702921684,2908,2016-04-27,7047,5.71999979,5.71999979,0,7047,00:00:00,1,432,449,733,238,16,1,0,4.78000021,0.800000012,0.090000004
4702921684,2859,2016-05-06,6943,5.630000114,5.630000114,0,6943,00:00:00,1,404,449,682,207,16,1,0,4.869999886,0.660000026,0.079999998
5553957443,2105,2016-04-22,11682,7.630000114,7.630000114,0,11682,00:00:00,1,322,353,781,270,16,25,0,5.599999905,0.629999995,1.379999995
5553957443,1922,2016-04-27,10538,6.880000114,6.880000114,0,10538,12:00:00 a. m.,1,347,391,745,206,16,16,0,4.739999771,1,1.139999986
5577150313,3405,2016-04-12,8135,6.079999924,6.079999924,0,8135,00:00:00,1,419,438,728,140,16,86,0,2.099999905,0.379999995,3.599999905
